,symbol,common_name,scientific_name,species,state_and_province,category,family,family_common_name,duration,growth_habit,native_status,invasive,active_growth_period,after_harvest_regrowth_rate,fall_conspicuous,fire_resistance,flower_color,flower_conspicuous,foliage_color,fruit_conspicuous,growth_form,growth_rate,height_at_base_age_maximum_feet,height_mature_feet,leaf_retention,lifespan,resprout_ability,shape_and_orientation,toxicity,adapted_to_coarse_textured_soils,adapted_to_medium_textured_soils,adapted_to_fine_textured_soils,anaerobic_tolerance,cacosub3sub_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_minimum,ph_maximum,planting_density_per_acre_minimum,planting_density_per_acre_maximum,precipitation_minimum,precipitation_maximum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruitseed_abundance,fruitseed_period_begin,fruitseed_period_end,fruitseed_persistence,propogated_by_bare_root,propogated_by_bulbs,propogated_by_container,propogated_by_corms,propogated_by_cuttings,propogated_by_seed,propogated_by_sod,propogated_by_sprigs,propogated_by_tubers,seeds_per_pound,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,berrynutseed_product,christmas_tree_product,fodder_product,fuelwood_product,lumber_product,naval_store_product,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,post_product,protein_potential,pulpwood_product,veneer_product
1640,AGCA4,velvet bentgrass,Agrostis canina,canina,"USA (CT, DE, HI, MA, MD, ME, MI, MN, NH, NJ, NY, OR, PA, RI, TN, VT, WV), CAN (LB, NB, NF, NS, PE, QC), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), HI (I), CAN (W), GL (I), SPM (W)",,Spring and Summer,Moderate,No,No,Brown,No,Green,No,Stoloniferous,Moderate,,1.5,No,Moderate,No,Erect,None,Yes,Yes,No,Low,Medium,No,Low,High,Medium,90,None,High,5,7.5,43560,43560,30,60,10,Medium,Intolerant,-33,Mid Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,Yes,Yes,No,8247200,Slow,Medium,No,Rapid,No,No,No,,No,No,Yes,Low,Medium,No,No,Medium,No,No
1641,AGCA5,colonial bentgrass,Agrostis capillaris,capillaris,"USA (AK, AL, AR, CA, CT, DC, HI, ID, IL, IN, KY, MA, MD, ME, MI, MO, MS, MT, NC, ND, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TN, UT, VA, VT, WA, WV, WY), CAN (BC, LB, NB, NF, NS, ON, PE, QC, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)",,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Rapid,,2,No,Short,No,Erect,None,Yes,Yes,No,Medium,Medium,No,Low,High,Medium,120,None,High,4.9,7.5,43560,43560,32,60,12,Medium,Intolerant,-53,Mid Summer,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,Yes,No,No,6129840,Moderate,High,No,Rapid,No,No,Yes,,No,No,No,Low,Medium,No,No,Medium,No,No
1701,AGDE2,desert wheatgrass,Agropyron desertorum,desertorum,"USA (AZ, CA, CO, IA, IL, IN, KS, MA, MO, MT, ND, NM, NV, NY, OH, OR, SD, TX, UT, WI, WY)",Monocot,Poaceae,Grass family,Perennial,Graminoid,L48 (I),,Spring and Fall,Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,2,No,Long,No,Erect,None,No,Yes,Yes,None,High,No,High,Medium,High,90,None,Medium,6,8.5,,,6,16,10,Medium,Intolerant,-43,Early Spring,Routinely Available,High,Spring,Spring,Yes,No,No,No,No,No,Yes,No,No,No,194120,Rapid,High,No,Slow,No,No,Yes,,No,No,No,Low,High,No,No,Medium,No,No
1733,AGEX,spike bentgrass,Agrostis exarata,exarata,"USA (AK, AZ, CA, CO, ID, KY, MT, NE, NM, NV, OK, OR, SD, TX, UT, VT, WA, WY), CAN (AB, BC, NT, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Rhizomatous,Moderate,,3,No,Moderate,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Low,Medium,Medium,90,None,Medium,5.5,7.5,,,6,30,10,Low,Intolerant,-38,Late Spring,Contracting Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,5600000,Slow,Low,No,Slow,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
1752,AGFR,Siberian wheatgrass,Agropyron fragile,fragile,"USA (CO, MT, NM, NV, SD, UT, WY), CAN (AB, BC, MB, NT, SK, YT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), CAN (I)",,Spring and Fall,Rapid,No,No,Yellow,No,Green,No,Bunch,Rapid,,3,No,Long,No,Erect,None,Yes,Yes,No,None,Medium,No,High,Low,Medium,90,None,Low,5.6,9,,,6,25,10,High,Intolerant,-43,Mid Spring,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,206000,Moderate,High,No,Slow,No,No,Yes,,No,No,No,Medium,Medium,No,No,Medium,No,No
1762,AGGI2,redtop,Agrostis gigantea,gigantea,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), CAN (I), GL (I)",,Spring and Summer,Moderate,No,No,Yellow,No,Green,No,Rhizomatous,Rapid,,2,No,Short,No,Decumbent,None,No,Yes,Yes,Medium,Low,No,Low,Low,High,90,None,Medium,4.5,8,,,28,60,14,Low,Intolerant,-38,Mid Spring,Routinely Available,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,4851200,Slow,High,No,Rapid,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
1764,AGGL,pale agoseris,Agoseris glauca,glauca,"USA (AK, AZ, CA, CO, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NT, ON, SK)",Dicot,Asteraceae,Aster family,Perennial,"Forb/herb, Shrub, Subshrub","L48 (N), AK (N), CAN (N)",,Spring and Summer,Moderate,No,No,Yellow,Yes,Green,Yes,Single Crown,Rapid,,1,No,Short,No,Decumbent,None,Yes,Yes,Yes,None,Medium,No,Medium,Low,Medium,120,Medium,Medium,6,8,,,10,69,6,None,Intolerant,-33,Mid Spring,No Known Source,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,560000,Moderate,High,No,None,No,No,No,,No,No,No,Medium,Medium,No,No,Medium,No,No
1779,AGGR,bigflower agoseris,Agoseris grandiflora,grandiflora,"USA (CA, ID, MT, NV, OR, UT, WA), CAN (BC)",Dicot,Asteraceae,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring,Slow,No,No,Yellow,Yes,Green,No,Single Crown,Moderate,,1.8,No,Short,No,Prostrate,None,Yes,Yes,Yes,Low,Medium,No,Medium,Medium,High,120,None,Medium,5.8,7.3,,,12,20,8,None,Intolerant,-13,Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,273665,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
1820,AGHY,winter bentgrass,Agrostis hyemalis,hyemalis,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), USA+ (PR), CAN (ON)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), PR (N), CAN (N)",,"Spring, Summer, Fall",Moderate,No,No,Green,No,Green,No,Bunch,Moderate,,3.5,No,Short,No,Erect,None,No,Yes,Yes,High,None,No,Low,Medium,High,130,None,High,5,7.5,,,20,45,8,Medium,Intermediate,-33,Mid Spring,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,8500000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Low,High,No,No,Low,No,No
1825,AGID,Idaho bentgrass,Agrostis idahoensis,idahoensis,"USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N)",,"Spring, Summer, Fall",Slow,No,No,Yellow,No,Green,No,Bunch,Moderate,,1.4,No,Moderate,No,Erect,None,Yes,Yes,No,Medium,Medium,No,Medium,Medium,Medium,90,None,Medium,5.5,7.5,,,10,30,10,Low,Intolerant,-38,Late Spring,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,6000000,Slow,Low,No,None,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
1948,AGPA2,smallleaf giant hyssop,Agastache parvifolia,parvifolia,USA (CA),Dicot,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",L48 (N),,Spring and Summer,Slow,No,No,Red,Yes,Dark Green,No,Rhizomatous,Moderate,,2,No,Moderate,No,Erect,None,Yes,Yes,No,Low,Low,No,High,Low,Medium,130,None,Low,5.6,6.2,2700,4800,12,65,12,Low,Intolerant,-23,Late Spring,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,,Slow,Low,No,Slow,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
1952,AGPA6,harvestlice,Agrimonia parviflora,parviflora,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (ON)",Dicot,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring and Summer,,No,No,Yellow,Yes,Green,No,Multiple Stem,Rapid,,6,No,Short,No,Erect,None,Yes,Yes,Yes,Low,Low,Yes,Low,Low,Low,160,Low,High,6,8,2013,5000,24,50,6,None,Intermediate,-33,Mid Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,288000,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Medium,No,No
1954,AGPA8,seashore bentgrass,Agrostis pallens,pallens,"USA (CA, ID, MT, NV, OR, WA), CAN (BC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,Spring and Summer,Moderate,No,No,Green,No,Green,No,Rhizomatous,Moderate,,2,No,Short,No,Erect,None,No,Yes,Yes,None,None,No,Low,Medium,High,210,None,High,5.5,8,,,12,18,8,None,Intermediate,-23,Mid Spring,No Known Source,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,8000000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Low,Low,No,No,Low,No,No
1982,AGPE,upland bentgrass,Agrostis perennans,perennans,"USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (NB, NF, NS, ON, PE, QC)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",,"Spring, Summer, Fall",Moderate,No,No,Green,No,Green,No,Rhizomatous,Moderate,,3.5,No,Short,No,Decumbent,None,No,Yes,Yes,High,None,No,Low,Medium,High,120,None,High,5.5,7.5,,,32,56,8,None,Intermediate,-33,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,8000000,Slow,Low,No,Moderate,No,No,Yes,,No,No,No,Low,Medium,No,No,Low,No,No
2077,AGSC5,rough bentgrass,Agrostis scabra,scabra,"USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), GL (N), SPM (N)",,Spring,Slow,Yes,No,Yellow,No,Green,No,Bunch,Moderate,,2.5,No,Moderate,No,Erect,None,No,Yes,Yes,Low,Low,No,Low,Low,Medium,90,None,Medium,6,8,,,14,60,12,Low,Intolerant,-38,Early Spring,Contracting Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,5000000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Medium,Medium,No,No,Low,No,No
2110,AGST,roadside agrimony,Agrimonia striata,striata,"USA (AL, AZ, CO, CT, DE, GA, IA, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, VT, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)",Dicot,Rosaceae,Rose family,Perennial,Forb/herb,"L48 (N), CAN (N), SPM (N)",,Spring and Summer,Slow,No,No,Yellow,Yes,Green,No,Rhizomatous,Moderate,,6,No,Short,No,Erect,None,Yes,Yes,No,Medium,None,No,Medium,Medium,Low,140,None,Medium,5.5,7.5,,,8,45,12,None,Tolerant,-43,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,250000,Moderate,Medium,No,None,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
2111,AGST2,creeping bentgrass,Agrostis stolonifera,stolonifera,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), HI (I), CAN (I), GL (I), SPM (I)","NE&GP, WSWS",Spring and Summer,Moderate,No,No,Purple,No,Green,No,Stoloniferous,Rapid,,2,No,Short,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,High,Medium,110,None,High,5.1,7.5,43560,43560,32,60,12,High,Intolerant,-53,Mid Summer,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,Yes,Yes,No,6129840,Slow,Medium,No,Rapid,No,No,Yes,,No,No,No,Low,Medium,No,No,Medium,No,No
2172,AGUR,nettleleaf giant hyssop,Agastache urticifolia,urticifolia,"USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (BC)",Dicot,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N)",,Spring and Summer,Moderate,No,No,Red,Yes,Dark Green,No,Rhizomatous,Rapid,,5,No,Long,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Medium,High,120,None,Medium,6,8,2700,4800,18,24,12,Low,Intermediate,-33,Late Spring,Contracting Only,Low,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,,Slow,Low,No,Slow,No,No,Yes,,No,No,No,Low,High,No,No,Medium,No,No
2175,AGUT,Utah agave,Agave utahensis,utahensis,"USA (AZ, CA, NV, UT)",Monocot,Agavaceae,Century-plant family,Perennial,"Subshrub, Shrub, Forb/herb",L48 (N),,Spring and Summer,,Yes,No,Yellow,Yes,Dark Green,No,Single Stem,Moderate,1,1,Yes,Moderate,No,Erect,None,Yes,Yes,No,None,High,No,High,Low,None,120,Low,Low,7,8,50,170,5,24,6,None,Intolerant,-23,Mid Spring,Contracting Only,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,12000,Rapid,High,No,Slow,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
2220,AIAL,tree of heaven,Ailanthus altissima,altissima,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, WA, WI, WV), CAN (ON, QC)",Dicot,Simaroubaceae,Quassia family,Perennial,Tree,"L48 (I), HI (I), CAN (I)","Cal-IPC, SEEPPC, STATE, WI",Spring and Summer,,No,No,Green,Yes,Green,Yes,Single Stem,Rapid,50,55,No,Short,Yes,Rounded,Moderate,Yes,Yes,Yes,Medium,High,Yes,Medium,Low,Medium,150,Low,Medium,4.1,7.9,300,1200,14,90,30,Medium,Intolerant,-18,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,14640,Rapid,High,No,Rapid,No,No,No,Low,Yes,No,Yes,Medium,Low,No,No,Low,No,Yes
2259,AJRE,common bugle,Ajuga reptans,reptans,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MS, NC, NJ, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV), CAN (BC, NF, NS, ON, QC)",Dicot,Lamiaceae,Mint family,Perennial,Forb/herb,"L48 (I), CAN (I)",,"Spring, Summer, Fall",Moderate,No,Yes,Blue,Yes,Green,No,Stoloniferous,Rapid,,0.3,No,Moderate,No,Prostrate,None,No,Yes,Yes,None,Medium,No,Medium,Medium,High,160,None,High,5.5,7.5,4800,43000,35,65,10,Low,Tolerant,-23,Mid Summer,Routinely Available,,,,No,No,No,Yes,No,No,No,No,Yes,No,,None,,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Low,No,No
2270,ALAC4,tapertip onion,Allium acuminatum,acuminatum,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)",Monocot,Liliaceae,Lily family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring and Summer,Rapid,No,Yes,Purple,Yes,Green,No,Multiple Stem,Rapid,,1,No,Short,No,Erect,None,Yes,Yes,No,None,High,Yes,Medium,Low,High,120,High,Low,6,8,4800,11000,10,60,6,None,Intolerant,-28,Summer,Contracting Only,High,Summer,Fall,No,No,Yes,Yes,No,No,Yes,No,No,No,253691,Rapid,Medium,No,None,No,No,No,,No,No,No,High,High,Yes,No,Medium,No,No
2279,ALAE,shortawn foxtail,Alopecurus aequalis,aequalis,"USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, TN, UT, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (N), AK (N), CAN (N), GL (N)",,Spring and Summer,Moderate,No,No,Green,No,Green,No,Bunch,Moderate,,2.5,No,Short,No,Decumbent,None,No,Yes,Yes,High,None,No,Low,Medium,High,120,None,High,5.5,8,,,18,45,6,Medium,Intermediate,-38,Mid Spring,No Known Source,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,1464000,Moderate,Medium,No,None,No,No,Yes,,No,No,No,Low,Medium,No,No,Low,No,No
2292,ALAL2,,Alopecurus alpinus,alpinus,,,,,,,,,Spring and Summer,Slow,No,No,White,No,Green,No,Rhizomatous,Moderate,,0.5,No,Short,No,Semi-Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,None,120,None,High,5,7.5,,,10,24,6,Medium,Intermediate,-33,Mid Spring,No Known Source,Low,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,600000,Moderate,Medium,No,Slow,No,No,Yes,,No,No,No,Low,Medium,No,No,Low,No,No
2332,ALAR,creeping meadow foxtail,Alopecurus arundinaceus,arundinaceus,"USA (AZ, CO, ID, KY, MT, ND, NE, SD, UT, WA, WY), CAN (AB, MB, NF, NT)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), CAN (W)",,Spring and Summer,Rapid,No,No,Yellow,No,Green,No,Rhizomatous,Rapid,,3,No,Moderate,No,Erect,None,No,Yes,Yes,High,Medium,No,Medium,Medium,High,30,None,Medium,5.5,8.4,,,18,70,12,High,Intolerant,-43,Mid Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,786064,Slow,Low,No,Rapid,No,No,Yes,,No,No,No,High,High,No,No,Medium,No,No
2529,ALDO,Douglas' onion,Allium douglasii,douglasii,"USA (ID, OR, WA)",Monocot,Liliaceae,Lily family,Perennial,Forb/herb,L48 (N),,Spring,Slow,No,No,Purple,Yes,Green,Yes,Single Crown,Rapid,,0.9,No,Short,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Medium,Low,High,100,None,Medium,6,7.8,4800,11000,8,16,8,None,Intolerant,-28,Late Spring,No Known Source,Low,Spring,Summer,No,No,Yes,No,No,No,Yes,No,No,No,,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,High,High,Yes,No,Low,No,No
2632,ALGR,narrowleaf water plantain,Alisma gramineum,gramineum,"USA (AZ, CA, CO, IA, ID, MN, MO, MT, ND, NE, NM, NV, NY, OR, SD, UT, VA, VT, WA, WI, WY), CAN (AB, BC, MB, ON, QC, SK)",Monocot,Alismataceae,Water-plantain family,Perennial,Forb/herb,"L48 (N), CAN (N)",,Spring and Summer,Slow,No,Yes,White,No,Green,No,Single Crown,Moderate,,1.5,No,Short,No,Erect,None,No,Yes,Yes,High,Medium,No,None,Medium,High,80,None,High,5.8,7.4,2700,11000,10,50,8,Low,Intolerant,-43,Mid Summer,No Known Source,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,,Slow,Medium,No,Moderate,No,No,No,,No,No,No,Low,Low,No,No,Medium,No,No
2692,ALIN2,gray alder,Alnus incana,incana,"USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Dicot,Betulaceae,Birch family,Perennial,"Tree, Shrub","L48 (N), AK (N), CAN (N), SPM (N)",,Spring and Summer,,No,No,,No,Green,No,Thicket Forming,Rapid,15,25,No,Short,No,Erect,None,Yes,Yes,Yes,High,Low,Yes,Low,Medium,High,100,None,High,5,7,300,1200,32,60,24,None,Intermediate,-33,Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,1084250,Slow,Low,No,Slow,No,No,No,Medium,No,No,No,Medium,Low,No,No,Low,No,No
2705,ALINR,speckled alder,Alnus incana ssp. rugosa,incana,"USA (CT, IA, IL, IN, MA, MD, ME, MI, MN, ND, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)",Dicot,Betulaceae,Birch family,Perennial,"Tree, Shrub","L48 (N), CAN (N), SPM (N)",,Spring and Summer,,No,No,Yellow,No,Dark Green,No,Multiple Stem,Moderate,16,16,No,Long,Yes,Semi-Erect,None,No,Yes,Yes,High,Medium,Yes,Low,Medium,Medium,80,Low,Medium,4.8,7.7,700,1200,21,65,24,Low,Intermediate,-47,Early Spring,Routinely Available,Low,Spring,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,1084250,Slow,Low,No,Slow,No,No,No,Low,No,No,Yes,Low,Low,No,No,Low,No,No
2723,ALJU,silktree,Albizia julibrissin,julibrissin,"USA (AL, AR, AZ, CA, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV)",Dicot,Fabaceae,Pea family,Perennial,"Tree, Shrub",L48 (I),"FLEPPC, SEEPPC",Spring and Summer,,No,No,White,Yes,White-Gray,Yes,Single Stem,Rapid,20,20,No,Short,Yes,Erect,None,Yes,Yes,Yes,Low,High,No,Medium,Low,Medium,200,Low,Medium,4.8,7.3,300,700,30,60,30,Low,Intolerant,2,Mid Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,11000,Moderate,High,No,None,No,No,No,,No,No,Yes,Low,Low,No,No,Low,No,No
2803,ALMA7,seaside alder,Alnus maritima,maritima,"USA (DE, GA, MD, OK)",Dicot,Betulaceae,Birch family,Perennial,"Tree, Shrub",L48 (N),,Spring and Summer,,Yes,No,,No,Green,Yes,Single Stem,Moderate,20,30,No,Moderate,Yes,Erect,None,Yes,Yes,Yes,Medium,Low,Yes,Low,Medium,Medium,185,Low,High,5,7,300,1200,36,50,20,None,Intermediate,2,Late Summer,Routinely Available,Low,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Low,No,Slow,No,No,No,Medium,No,No,Yes,Medium,Low,No,No,Low,No,No
2972,ALPL,European water plantain,Alisma plantago-aquatica,plantago-aquatica,"USA (AK, WA)",Monocot,Alismataceae,Water-plantain family,Perennial,Forb/herb,"L48 (I), AK (I)",,Spring and Fall,Slow,No,Yes,White,Yes,Green,No,Bunch,Moderate,,3,No,Moderate,No,Erect,None,No,No,Yes,High,Medium,No,None,Medium,Low,110,None,High,6.3,7.5,1700,4800,20,65,16,None,Intolerant,-33,Fall,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,Yes,No,1374523,Slow,Medium,No,None,No,No,No,,No,No,No,Medium,Medium,No,No,Low,No,No
2997,ALPR3,meadow foxtail,Alopecurus pratensis,pratensis,"USA (AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",Monocot,Poaceae,Grass family,Perennial,Graminoid,"L48 (I), AK (I), CAN (I), GL (I), SPM (I)",,Spring and Summer,Rapid,No,No,Yellow,No,Green,No,Rhizomatous,Rapid,,3,No,Long,No,Erect,None,No,Yes,Yes,None,High,No,Low,High,Medium,90,None,High,5.8,8,,,18,60,12,Low,Intolerant,-38,Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,406880,Moderate,High,No,Slow,No,No,Yes,,No,No,No,Medium,High,No,No,Medium,No,No
3028,ALRH2,white alder,Alnus rhombifolia,rhombifolia,"USA (CA, ID, MT, NV, OR, WA)",Dicot,Betulaceae,Birch family,Perennial,Tree,L48 (N),,Spring and Summer,,No,No,Green,No,Green,No,Multiple Stem,Rapid,50,65,No,Long,Yes,Erect,None,Yes,Yes,Yes,Low,None,No,Low,Low,Low,200,Medium,High,4.8,7.5,50,400,20,125,12,None,Tolerant,-24,Fall,Routinely Available,High,Summer,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,687000,Rapid,High,No,None,No,No,No,Medium,Yes,Yes,No,Low,Low,No,Yes,Low,Yes,Yes
